date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
2189,1986-12-29,2189,72,Monday,December,1986,1986-Dec,29,363,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekday,1986-Q4,24
2190,1986-12-30,2190,72,Tuesday,December,1986,1986-Dec,30,364,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekday,1986-Q4,24
2191,1986-12-31,2191,72,Wednesday,December,1986,1986-Dec,31,365,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekday,1986-Q4,24
2192,1987-01-01,2192,73,Thursday,January,1987,1987-Jan,1,1,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekday,1987-Q1,25
2193,1987-01-02,2193,73,Friday,January,1987,1987-Jan,2,2,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekday,1987-Q1,25
2194,1987-01-03,2194,73,Saturday,January,1987,1987-Jan,3,3,52,1986-W52,1986-12-28,1,1986-W01,1986-12-29,Non-Holiday,Weekend,1987-Q1,25
2195,1987-01-04,2195,73,Sunday,January,1987,1987-Jan,4,4,1,1987-W01,1987-01-04,1,1986-W01,1986-12-29,Non-Holiday,Weekend,1987-Q1,25
2196,1987-01-05,2196,73,Monday,January,1987,1987-Jan,5,5,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekday,1987-Q1,25
2197,1987-01-06,2197,73,Tuesday,January,1987,1987-Jan,6,6,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekday,1987-Q1,25
2198,1987-01-07,2198,73,Wednesday,January,1987,1987-Jan,7,7,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekday,1987-Q1,25
2199,1987-01-08,2199,73,Thursday,January,1987,1987-Jan,8,8,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekday,1987-Q1,25
2200,1987-01-09,2200,73,Friday,January,1987,1987-Jan,9,9,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekday,1987-Q1,25
2201,1987-01-10,2201,73,Saturday,January,1987,1987-Jan,10,10,1,1987-W01,1987-01-04,2,1987-W02,1987-01-05,Non-Holiday,Weekend,1987-Q1,25
2202,1987-01-11,2202,73,Sunday,January,1987,1987-Jan,11,11,2,1987-W02,1987-01-11,2,1987-W02,1987-01-05,Non-Holiday,Weekend,1987-Q1,25
2203,1987-01-12,2203,73,Monday,January,1987,1987-Jan,12,12,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekday,1987-Q1,25
2204,1987-01-13,2204,73,Tuesday,January,1987,1987-Jan,13,13,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekday,1987-Q1,25
2205,1987-01-14,2205,73,Wednesday,January,1987,1987-Jan,14,14,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekday,1987-Q1,25
2206,1987-01-15,2206,73,Thursday,January,1987,1987-Jan,15,15,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekday,1987-Q1,25
2207,1987-01-16,2207,73,Friday,January,1987,1987-Jan,16,16,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekday,1987-Q1,25
2208,1987-01-17,2208,73,Saturday,January,1987,1987-Jan,17,17,2,1987-W02,1987-01-11,3,1987-W03,1987-01-12,Non-Holiday,Weekend,1987-Q1,25
2209,1987-01-18,2209,73,Sunday,January,1987,1987-Jan,18,18,3,1987-W03,1987-01-18,3,1987-W03,1987-01-12,Non-Holiday,Weekend,1987-Q1,25
2210,1987-01-19,2210,73,Monday,January,1987,1987-Jan,19,19,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekday,1987-Q1,25
2211,1987-01-20,2211,73,Tuesday,January,1987,1987-Jan,20,20,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekday,1987-Q1,25
2212,1987-01-21,2212,73,Wednesday,January,1987,1987-Jan,21,21,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekday,1987-Q1,25
2213,1987-01-22,2213,73,Thursday,January,1987,1987-Jan,22,22,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekday,1987-Q1,25
2214,1987-01-23,2214,73,Friday,January,1987,1987-Jan,23,23,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekday,1987-Q1,25
2215,1987-01-24,2215,73,Saturday,January,1987,1987-Jan,24,24,3,1987-W03,1987-01-18,4,1987-W04,1987-01-19,Non-Holiday,Weekend,1987-Q1,25
2216,1987-01-25,2216,73,Sunday,January,1987,1987-Jan,25,25,4,1987-W04,1987-01-25,4,1987-W04,1987-01-19,Non-Holiday,Weekend,1987-Q1,25
2217,1987-01-26,2217,73,Monday,January,1987,1987-Jan,26,26,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekday,1987-Q1,25
2218,1987-01-27,2218,73,Tuesday,January,1987,1987-Jan,27,27,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekday,1987-Q1,25
2219,1987-01-28,2219,73,Wednesday,January,1987,1987-Jan,28,28,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekday,1987-Q1,25
2220,1987-01-29,2220,73,Thursday,January,1987,1987-Jan,29,29,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekday,1987-Q1,25
2221,1987-01-30,2221,73,Friday,January,1987,1987-Jan,30,30,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekday,1987-Q1,25
2222,1987-01-31,2222,73,Saturday,January,1987,1987-Jan,31,31,4,1987-W04,1987-01-25,5,1987-W05,1987-01-26,Non-Holiday,Weekend,1987-Q1,25
2223,1987-02-01,2223,74,Sunday,February,1987,1987-Feb,1,32,5,1987-W05,1987-02-01,5,1987-W05,1987-01-26,Non-Holiday,Weekend,1987-Q1,25
2224,1987-02-02,2224,74,Monday,February,1987,1987-Feb,2,33,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekday,1987-Q1,25
2225,1987-02-03,2225,74,Tuesday,February,1987,1987-Feb,3,34,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekday,1987-Q1,25
2226,1987-02-04,2226,74,Wednesday,February,1987,1987-Feb,4,35,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekday,1987-Q1,25
2227,1987-02-05,2227,74,Thursday,February,1987,1987-Feb,5,36,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekday,1987-Q1,25
2228,1987-02-06,2228,74,Friday,February,1987,1987-Feb,6,37,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekday,1987-Q1,25
2229,1987-02-07,2229,74,Saturday,February,1987,1987-Feb,7,38,5,1987-W05,1987-02-01,6,1987-W06,1987-02-02,Non-Holiday,Weekend,1987-Q1,25
2230,1987-02-08,2230,74,Sunday,February,1987,1987-Feb,8,39,6,1987-W06,1987-02-08,6,1987-W06,1987-02-02,Non-Holiday,Weekend,1987-Q1,25
2231,1987-02-09,2231,74,Monday,February,1987,1987-Feb,9,40,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekday,1987-Q1,25
2232,1987-02-10,2232,74,Tuesday,February,1987,1987-Feb,10,41,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekday,1987-Q1,25
2233,1987-02-11,2233,74,Wednesday,February,1987,1987-Feb,11,42,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekday,1987-Q1,25
2234,1987-02-12,2234,74,Thursday,February,1987,1987-Feb,12,43,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekday,1987-Q1,25
2235,1987-02-13,2235,74,Friday,February,1987,1987-Feb,13,44,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekday,1987-Q1,25
2236,1987-02-14,2236,74,Saturday,February,1987,1987-Feb,14,45,6,1987-W06,1987-02-08,7,1987-W07,1987-02-09,Non-Holiday,Weekend,1987-Q1,25
2237,1987-02-15,2237,74,Sunday,February,1987,1987-Feb,15,46,7,1987-W07,1987-02-15,7,1987-W07,1987-02-09,Non-Holiday,Weekend,1987-Q1,25
2238,1987-02-16,2238,74,Monday,February,1987,1987-Feb,16,47,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekday,1987-Q1,25
2239,1987-02-17,2239,74,Tuesday,February,1987,1987-Feb,17,48,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekday,1987-Q1,25
2240,1987-02-18,2240,74,Wednesday,February,1987,1987-Feb,18,49,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekday,1987-Q1,25
2241,1987-02-19,2241,74,Thursday,February,1987,1987-Feb,19,50,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekday,1987-Q1,25
2242,1987-02-20,2242,74,Friday,February,1987,1987-Feb,20,51,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekday,1987-Q1,25
2243,1987-02-21,2243,74,Saturday,February,1987,1987-Feb,21,52,7,1987-W07,1987-02-15,8,1987-W08,1987-02-16,Non-Holiday,Weekend,1987-Q1,25
2244,1987-02-22,2244,74,Sunday,February,1987,1987-Feb,22,53,8,1987-W08,1987-02-22,8,1987-W08,1987-02-16,Non-Holiday,Weekend,1987-Q1,25
2245,1987-02-23,2245,74,Monday,February,1987,1987-Feb,23,54,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekday,1987-Q1,25
2246,1987-02-24,2246,74,Tuesday,February,1987,1987-Feb,24,55,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekday,1987-Q1,25
2247,1987-02-25,2247,74,Wednesday,February,1987,1987-Feb,25,56,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekday,1987-Q1,25
2248,1987-02-26,2248,74,Thursday,February,1987,1987-Feb,26,57,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekday,1987-Q1,25
2249,1987-02-27,2249,74,Friday,February,1987,1987-Feb,27,58,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekday,1987-Q1,25
2250,1987-02-28,2250,74,Saturday,February,1987,1987-Feb,28,59,8,1987-W08,1987-02-22,9,1987-W09,1987-02-23,Non-Holiday,Weekend,1987-Q1,25
2251,1987-03-01,2251,75,Sunday,March,1987,1987-Mar,1,60,9,1987-W09,1987-03-01,9,1987-W09,1987-02-23,Non-Holiday,Weekend,1987-Q1,25
2252,1987-03-02,2252,75,Monday,March,1987,1987-Mar,2,61,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekday,1987-Q1,25
2253,1987-03-03,2253,75,Tuesday,March,1987,1987-Mar,3,62,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekday,1987-Q1,25
2254,1987-03-04,2254,75,Wednesday,March,1987,1987-Mar,4,63,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekday,1987-Q1,25
2255,1987-03-05,2255,75,Thursday,March,1987,1987-Mar,5,64,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekday,1987-Q1,25
2256,1987-03-06,2256,75,Friday,March,1987,1987-Mar,6,65,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekday,1987-Q1,25
2257,1987-03-07,2257,75,Saturday,March,1987,1987-Mar,7,66,9,1987-W09,1987-03-01,10,1987-W10,1987-03-02,Non-Holiday,Weekend,1987-Q1,25
2258,1987-03-08,2258,75,Sunday,March,1987,1987-Mar,8,67,10,1987-W10,1987-03-08,10,1987-W10,1987-03-02,Non-Holiday,Weekend,1987-Q1,25
2259,1987-03-09,2259,75,Monday,March,1987,1987-Mar,9,68,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekday,1987-Q1,25
2260,1987-03-10,2260,75,Tuesday,March,1987,1987-Mar,10,69,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekday,1987-Q1,25
2261,1987-03-11,2261,75,Wednesday,March,1987,1987-Mar,11,70,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekday,1987-Q1,25
2262,1987-03-12,2262,75,Thursday,March,1987,1987-Mar,12,71,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekday,1987-Q1,25
2263,1987-03-13,2263,75,Friday,March,1987,1987-Mar,13,72,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekday,1987-Q1,25
2264,1987-03-14,2264,75,Saturday,March,1987,1987-Mar,14,73,10,1987-W10,1987-03-08,11,1987-W11,1987-03-09,Non-Holiday,Weekend,1987-Q1,25
2265,1987-03-15,2265,75,Sunday,March,1987,1987-Mar,15,74,11,1987-W11,1987-03-15,11,1987-W11,1987-03-09,Non-Holiday,Weekend,1987-Q1,25
2266,1987-03-16,2266,75,Monday,March,1987,1987-Mar,16,75,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekday,1987-Q1,25
2267,1987-03-17,2267,75,Tuesday,March,1987,1987-Mar,17,76,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekday,1987-Q1,25
2268,1987-03-18,2268,75,Wednesday,March,1987,1987-Mar,18,77,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekday,1987-Q1,25
2269,1987-03-19,2269,75,Thursday,March,1987,1987-Mar,19,78,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekday,1987-Q1,25
2270,1987-03-20,2270,75,Friday,March,1987,1987-Mar,20,79,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekday,1987-Q1,25
2271,1987-03-21,2271,75,Saturday,March,1987,1987-Mar,21,80,11,1987-W11,1987-03-15,12,1987-W12,1987-03-16,Non-Holiday,Weekend,1987-Q1,25
2272,1987-03-22,2272,75,Sunday,March,1987,1987-Mar,22,81,12,1987-W12,1987-03-22,12,1987-W12,1987-03-16,Non-Holiday,Weekend,1987-Q1,25
2273,1987-03-23,2273,75,Monday,March,1987,1987-Mar,23,82,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekday,1987-Q1,25
2274,1987-03-24,2274,75,Tuesday,March,1987,1987-Mar,24,83,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekday,1987-Q1,25
2275,1987-03-25,2275,75,Wednesday,March,1987,1987-Mar,25,84,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekday,1987-Q1,25
2276,1987-03-26,2276,75,Thursday,March,1987,1987-Mar,26,85,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekday,1987-Q1,25
2277,1987-03-27,2277,75,Friday,March,1987,1987-Mar,27,86,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekday,1987-Q1,25
2278,1987-03-28,2278,75,Saturday,March,1987,1987-Mar,28,87,12,1987-W12,1987-03-22,13,1987-W13,1987-03-23,Non-Holiday,Weekend,1987-Q1,25
2279,1987-03-29,2279,75,Sunday,March,1987,1987-Mar,29,88,13,1987-W13,1987-03-29,13,1987-W13,1987-03-23,Non-Holiday,Weekend,1987-Q1,25
2280,1987-03-30,2280,75,Monday,March,1987,1987-Mar,30,89,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekday,1987-Q1,25
2281,1987-03-31,2281,75,Tuesday,March,1987,1987-Mar,31,90,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekday,1987-Q1,25
2282,1987-04-01,2282,76,Wednesday,April,1987,1987-Apr,1,91,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekday,1987-Q2,26
2283,1987-04-02,2283,76,Thursday,April,1987,1987-Apr,2,92,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekday,1987-Q2,26
2284,1987-04-03,2284,76,Friday,April,1987,1987-Apr,3,93,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekday,1987-Q2,26
2285,1987-04-04,2285,76,Saturday,April,1987,1987-Apr,4,94,13,1987-W13,1987-03-29,14,1987-W14,1987-03-30,Non-Holiday,Weekend,1987-Q2,26
2286,1987-04-05,2286,76,Sunday,April,1987,1987-Apr,5,95,14,1987-W14,1987-04-05,14,1987-W14,1987-03-30,Non-Holiday,Weekend,1987-Q2,26
2287,1987-04-06,2287,76,Monday,April,1987,1987-Apr,6,96,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekday,1987-Q2,26
2288,1987-04-07,2288,76,Tuesday,April,1987,1987-Apr,7,97,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekday,1987-Q2,26
2289,1987-04-08,2289,76,Wednesday,April,1987,1987-Apr,8,98,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekday,1987-Q2,26
2290,1987-04-09,2290,76,Thursday,April,1987,1987-Apr,9,99,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekday,1987-Q2,26
2291,1987-04-10,2291,76,Friday,April,1987,1987-Apr,10,100,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekday,1987-Q2,26
2292,1987-04-11,2292,76,Saturday,April,1987,1987-Apr,11,101,14,1987-W14,1987-04-05,15,1987-W15,1987-04-06,Non-Holiday,Weekend,1987-Q2,26
2293,1987-04-12,2293,76,Sunday,April,1987,1987-Apr,12,102,15,1987-W15,1987-04-12,15,1987-W15,1987-04-06,Non-Holiday,Weekend,1987-Q2,26
2294,1987-04-13,2294,76,Monday,April,1987,1987-Apr,13,103,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekday,1987-Q2,26
2295,1987-04-14,2295,76,Tuesday,April,1987,1987-Apr,14,104,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekday,1987-Q2,26
2296,1987-04-15,2296,76,Wednesday,April,1987,1987-Apr,15,105,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekday,1987-Q2,26
2297,1987-04-16,2297,76,Thursday,April,1987,1987-Apr,16,106,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekday,1987-Q2,26
2298,1987-04-17,2298,76,Friday,April,1987,1987-Apr,17,107,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekday,1987-Q2,26
2299,1987-04-18,2299,76,Saturday,April,1987,1987-Apr,18,108,15,1987-W15,1987-04-12,16,1987-W16,1987-04-13,Non-Holiday,Weekend,1987-Q2,26
2300,1987-04-19,2300,76,Sunday,April,1987,1987-Apr,19,109,16,1987-W16,1987-04-19,16,1987-W16,1987-04-13,Non-Holiday,Weekend,1987-Q2,26
2301,1987-04-20,2301,76,Monday,April,1987,1987-Apr,20,110,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekday,1987-Q2,26
2302,1987-04-21,2302,76,Tuesday,April,1987,1987-Apr,21,111,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekday,1987-Q2,26
2303,1987-04-22,2303,76,Wednesday,April,1987,1987-Apr,22,112,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekday,1987-Q2,26
2304,1987-04-23,2304,76,Thursday,April,1987,1987-Apr,23,113,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekday,1987-Q2,26
2305,1987-04-24,2305,76,Friday,April,1987,1987-Apr,24,114,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekday,1987-Q2,26
2306,1987-04-25,2306,76,Saturday,April,1987,1987-Apr,25,115,16,1987-W16,1987-04-19,17,1987-W17,1987-04-20,Non-Holiday,Weekend,1987-Q2,26
2307,1987-04-26,2307,76,Sunday,April,1987,1987-Apr,26,116,17,1987-W17,1987-04-26,17,1987-W17,1987-04-20,Non-Holiday,Weekend,1987-Q2,26
2308,1987-04-27,2308,76,Monday,April,1987,1987-Apr,27,117,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekday,1987-Q2,26
2309,1987-04-28,2309,76,Tuesday,April,1987,1987-Apr,28,118,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekday,1987-Q2,26
2310,1987-04-29,2310,76,Wednesday,April,1987,1987-Apr,29,119,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekday,1987-Q2,26
2311,1987-04-30,2311,76,Thursday,April,1987,1987-Apr,30,120,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekday,1987-Q2,26
2312,1987-05-01,2312,77,Friday,May,1987,1987-May,1,121,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekday,1987-Q2,26
2313,1987-05-02,2313,77,Saturday,May,1987,1987-May,2,122,17,1987-W17,1987-04-26,18,1987-W18,1987-04-27,Non-Holiday,Weekend,1987-Q2,26
2314,1987-05-03,2314,77,Sunday,May,1987,1987-May,3,123,18,1987-W18,1987-05-03,18,1987-W18,1987-04-27,Non-Holiday,Weekend,1987-Q2,26
2315,1987-05-04,2315,77,Monday,May,1987,1987-May,4,124,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekday,1987-Q2,26
2316,1987-05-05,2316,77,Tuesday,May,1987,1987-May,5,125,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekday,1987-Q2,26
2317,1987-05-06,2317,77,Wednesday,May,1987,1987-May,6,126,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekday,1987-Q2,26
2318,1987-05-07,2318,77,Thursday,May,1987,1987-May,7,127,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekday,1987-Q2,26
2319,1987-05-08,2319,77,Friday,May,1987,1987-May,8,128,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekday,1987-Q2,26
2320,1987-05-09,2320,77,Saturday,May,1987,1987-May,9,129,18,1987-W18,1987-05-03,19,1987-W19,1987-05-04,Non-Holiday,Weekend,1987-Q2,26
2321,1987-05-10,2321,77,Sunday,May,1987,1987-May,10,130,19,1987-W19,1987-05-10,19,1987-W19,1987-05-04,Non-Holiday,Weekend,1987-Q2,26
2322,1987-05-11,2322,77,Monday,May,1987,1987-May,11,131,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekday,1987-Q2,26
2323,1987-05-12,2323,77,Tuesday,May,1987,1987-May,12,132,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekday,1987-Q2,26
2324,1987-05-13,2324,77,Wednesday,May,1987,1987-May,13,133,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekday,1987-Q2,26
2325,1987-05-14,2325,77,Thursday,May,1987,1987-May,14,134,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekday,1987-Q2,26
2326,1987-05-15,2326,77,Friday,May,1987,1987-May,15,135,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekday,1987-Q2,26
2327,1987-05-16,2327,77,Saturday,May,1987,1987-May,16,136,19,1987-W19,1987-05-10,20,1987-W20,1987-05-11,Non-Holiday,Weekend,1987-Q2,26
2328,1987-05-17,2328,77,Sunday,May,1987,1987-May,17,137,20,1987-W20,1987-05-17,20,1987-W20,1987-05-11,Non-Holiday,Weekend,1987-Q2,26
2329,1987-05-18,2329,77,Monday,May,1987,1987-May,18,138,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekday,1987-Q2,26
2330,1987-05-19,2330,77,Tuesday,May,1987,1987-May,19,139,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekday,1987-Q2,26
2331,1987-05-20,2331,77,Wednesday,May,1987,1987-May,20,140,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekday,1987-Q2,26
2332,1987-05-21,2332,77,Thursday,May,1987,1987-May,21,141,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekday,1987-Q2,26
2333,1987-05-22,2333,77,Friday,May,1987,1987-May,22,142,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekday,1987-Q2,26
2334,1987-05-23,2334,77,Saturday,May,1987,1987-May,23,143,20,1987-W20,1987-05-17,21,1987-W21,1987-05-18,Non-Holiday,Weekend,1987-Q2,26
2335,1987-05-24,2335,77,Sunday,May,1987,1987-May,24,144,21,1987-W21,1987-05-24,21,1987-W21,1987-05-18,Non-Holiday,Weekend,1987-Q2,26
2336,1987-05-25,2336,77,Monday,May,1987,1987-May,25,145,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekday,1987-Q2,26
2337,1987-05-26,2337,77,Tuesday,May,1987,1987-May,26,146,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekday,1987-Q2,26
2338,1987-05-27,2338,77,Wednesday,May,1987,1987-May,27,147,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekday,1987-Q2,26
2339,1987-05-28,2339,77,Thursday,May,1987,1987-May,28,148,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekday,1987-Q2,26
2340,1987-05-29,2340,77,Friday,May,1987,1987-May,29,149,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekday,1987-Q2,26
2341,1987-05-30,2341,77,Saturday,May,1987,1987-May,30,150,21,1987-W21,1987-05-24,22,1987-W22,1987-05-25,Non-Holiday,Weekend,1987-Q2,26
2342,1987-05-31,2342,77,Sunday,May,1987,1987-May,31,151,22,1987-W22,1987-05-31,22,1987-W22,1987-05-25,Non-Holiday,Weekend,1987-Q2,26
2343,1987-06-01,2343,78,Monday,June,1987,1987-Jun,1,152,22,1987-W22,1987-05-31,23,1987-W23,1987-06-01,Non-Holiday,Weekday,1987-Q2,26
2344,1987-06-02,2344,78,Tuesday,June,1987,1987-Jun,2,153,22,1987-W22,1987-05-31,23,1987-W23,1987-06-01,Non-Holiday,Weekday,1987-Q2,26
2345,1987-06-03,2345,78,Wednesday,June,1987,1987-Jun,3,154,22,1987-W22,1987-05-31,23,1987-W23,1987-06-01,Non-Holiday,Weekday,1987-Q2,26
2346,1987-06-04,2346,78,Thursday,June,1987,1987-Jun,4,155,22,1987-W22,1987-05-31,23,1987-W23,1987-06-01,Non-Holiday,Weekday,1987-Q2,26
